"disease","menopause_timing_definition","health_outcome","metric_type","metric_value","ci_95","reference","date_published","n_of_included_studies","sample_size","geography","confounder_vars","authors","robis_categorical_risk","robis_quality_score"
"cardiovascular disease","<40 years vs 45–49 years","Stroke mortality","RR","1.56","0.89-2.73","https://doi.org/10.1016/j.ijcard.2015.10.092","2016-Jan-15","10","149373","USA, Norway, Japan, Republic of Korea, China","Age, smoking, hormone replacement therapy, parity, education, BMI, race, physical activity, hypertension, diabetes mellitus, alcohol consumption, dietary pattern, age at menarche, socioeconomic factors, systolic blood pressure, cholesterol levels, waist-to-hip ratio","['Gong, Dandan', 'Sun, Jun', 'Zhou, Yongjing', 'Zou, Chen', 'Fan, Yu']","High","2"
"cardiovascular disease","<45 years vs 50–54 years","CVD mortality","RR","0.96","0.75-1.23","https://doi.org/10.1016/j.ijcard.2015.10.092","2016-Jan-15","10","149373","USA, Norway, Japan, Republic of Korea, China","Age, smoking, hormone replacement therapy, parity, education, BMI, race, physical activity, hypertension, diabetes mellitus, alcohol consumption, dietary pattern, age at menarche, socioeconomic factors, systolic blood pressure, cholesterol levels, waist-to-hip ratio","['Gong, Dandan', 'Sun, Jun', 'Zhou, Yongjing', 'Zou, Chen', 'Fan, Yu']","High","2"
"cardiovascular disease","<45 years vs 50–54 years (never used hormones)","CVD mortality","RR","1.26","0.56-2.86","https://doi.org/10.1016/j.ijcard.2015.10.092","2016-Jan-15","10","149373","USA, Norway, Japan, Republic of Korea, China","Age, smoking, hormone replacement therapy, parity, education, BMI, race, physical activity, hypertension, diabetes mellitus, alcohol consumption, dietary pattern, age at menarche, socioeconomic factors, systolic blood pressure, cholesterol levels, waist-to-hip ratio","['Gong, Dandan', 'Sun, Jun', 'Zhou, Yongjing', 'Zou, Chen', 'Fan, Yu']","High","2"
"cardiovascular disease","<46.64 years vs 48.80–50.15 years","CVD mortality","RR","1.01","0.83-1.22","https://doi.org/10.1016/j.ijcard.2015.10.092","2016-Jan-15","10","149373","USA, Norway, Japan, Republic of Korea, China","Age, smoking, hormone replacement therapy, parity, education, BMI, race, physical activity, hypertension, diabetes mellitus, alcohol consumption, dietary pattern, age at menarche, socioeconomic factors, systolic blood pressure, cholesterol levels, waist-to-hip ratio","['Gong, Dandan', 'Sun, Jun', 'Zhou, Yongjing', 'Zou, Chen', 'Fan, Yu']","High","2"
"cardiovascular disease","<46.64 years vs 48.80–50.15 years","CHD mortality","RR","1.24","0.83-1.86","https://doi.org/10.1016/j.ijcard.2015.10.092","2016-Jan-15","10","149373","USA, Norway, Japan, Republic of Korea, China","Age, smoking, hormone replacement therapy, parity, education, BMI, race, physical activity, hypertension, diabetes mellitus, alcohol consumption, dietary pattern, age at menarche, socioeconomic factors, systolic blood pressure, cholesterol levels, waist-to-hip ratio","['Gong, Dandan', 'Sun, Jun', 'Zhou, Yongjing', 'Zou, Chen', 'Fan, Yu']","High","2"
"cardiovascular disease","<46.64 years vs 48.80–50.15 years","Stroke mortality","RR","0.86","0.66-1.11","https://doi.org/10.1016/j.ijcard.2015.10.092","2016-Jan-15","10","149373","USA, Norway, Japan, Republic of Korea, China","Age, smoking, hormone replacement therapy, parity, education, BMI, race, physical activity, hypertension, diabetes mellitus, alcohol consumption, dietary pattern, age at menarche, socioeconomic factors, systolic blood pressure, cholesterol levels, waist-to-hip ratio","['Gong, Dandan', 'Sun, Jun', 'Zhou, Yongjing', 'Zou, Chen', 'Fan, Yu']","High","2"
"cardiovascular disease","<40 years vs 50–54 years","CVD mortality","RR","1.01","0.83-1.22","https://doi.org/10.1016/j.ijcard.2015.10.092","2016-Jan-15","10","149373","USA, Norway, Japan, Republic of Korea, China","Age, smoking, hormone replacement therapy, parity, education, BMI, race, physical activity, hypertension, diabetes mellitus, alcohol consumption, dietary pattern, age at menarche, socioeconomic factors, systolic blood pressure, cholesterol levels, waist-to-hip ratio","['Gong, Dandan', 'Sun, Jun', 'Zhou, Yongjing', 'Zou, Chen', 'Fan, Yu']","High","2"
"cardiovascular disease","<40 years vs 50–54 years","CHD mortality","RR","1.24","0.83-1.86","https://doi.org/10.1016/j.ijcard.2015.10.092","2016-Jan-15","10","149373","USA, Norway, Japan, Republic of Korea, China","Age, smoking, hormone replacement therapy, parity, education, BMI, race, physical activity, hypertension, diabetes mellitus, alcohol consumption, dietary pattern, age at menarche, socioeconomic factors, systolic blood pressure, cholesterol levels, waist-to-hip ratio","['Gong, Dandan', 'Sun, Jun', 'Zhou, Yongjing', 'Zou, Chen', 'Fan, Yu']","High","2"
"cardiovascular disease","<40 years vs 50–54 years","Stroke mortality","RR","0.86","0.66-1.11","https://doi.org/10.1016/j.ijcard.2015.10.092","2016-Jan-15","10","149373","USA, Norway, Japan, Republic of Korea, China","Age, smoking, hormone replacement therapy, parity, education, BMI, race, physical activity, hypertension, diabetes mellitus, alcohol consumption, dietary pattern, age at menarche, socioeconomic factors, systolic blood pressure, cholesterol levels, waist-to-hip ratio","['Gong, Dandan', 'Sun, Jun', 'Zhou, Yongjing', 'Zou, Chen', 'Fan, Yu']","High","2"
"cardiovascular disease","Early age at natural menopause (unadjusted)","Cardiovascular Mortality","HR","1.04","1.00-1.13","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Early age at natural menopause (adjusted)","Cardiovascular Mortality","HR","1.01","0.95-1.09","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Early age at natural menopause (adjusted)","Cardiovascular Mortality","RR","1.08","0.77-1.51","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Premature menopause <40 years (adjusted)","Cardiovascular Mortality","HR","1.09","1.00-1.19","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Premature menopause <40 years (adjusted)","Cardiovascular Mortality","RR","1.26","0.56-2.85","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Early menopause 40-44 years (adjusted)","Cardiovascular Mortality","HR","1.07","0.90-1.27","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Early menopause 40-44 years (adjusted)","Cardiovascular Mortality","RR","1.04","0.54-2.00","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Relatively early menopause 45-49 years (adjusted)","Cardiovascular Mortality","HR","0.97","0.88-1.07","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Relatively early menopause 45-49 years (adjusted)","Cardiovascular Mortality","RR","1.05","0.67-1.64","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Early age at natural menopause (America) (adjusted)","Cardiovascular Mortality","HR","1.06","0.97-1.16","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Early age at natural menopause (America) (adjusted)","Cardiovascular Mortality","RR","1.08","0.77-1.51","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Early age at natural menopause (Europe) (adjusted)","Cardiovascular Mortality","HR","0.85","0.71-1.01","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Early age at natural menopause (Asia) (adjusted)","Cardiovascular Mortality","HR","1.05","0.97-1.14","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Early age at natural menopause (follow-up <13.8 years) (adjusted)","Cardiovascular Mortality","HR","1.02","0.95-1.10","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Early age at natural menopause (follow-up >=13.8 years) (adjusted)","Cardiovascular Mortality","HR","1.01","0.90-1.14","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
"cardiovascular disease","Early age at natural menopause (follow-up <16.5 years) (adjusted)","Cardiovascular Mortality","RR","1.08","0.77-1.51","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Japan, Korea, Netherlands, China, Brazil, Norway, Taiwan","N/A","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","High","6"
